compound_id,smiles,activity_label,activity_value_um
CID-9670214,CC(=NNC(=O)C1=CC=C(C=C1)Cl)C2=CN=CC=C2,inactive,
CID-1911927,C1OC2=C(O1)C=C(C=C2)N3C(=C(C4=NC5=CC=CC=C5N=C43)C(=O)NCC6=CC=CC=C6)N,inactive,
CID-651661,CC1=CC(=O)N(C=C1)CC(=O)O,inactive,
CID-1097626,C1=CC2=C(C=C1S(=O)(=O)N(CCCl)CCCl)C(=CN2)C(=O)O,inactive,
CID-4965683,CC1=C(C(=O)OC2=C1C=CC(=C2C)OC)CCC(=O)NCCCN3CCCC3=O,inactive,
CID-135476870,CCCN1C2=CC=CC=C2N=C1N=CC3=CC=CC=C3O,inactive,
CID-3238613,COC(=O)CCC(C(=O)O)N1C(=O)C2=CC=CC=C2C1=O,inactive,
CID-1473292,C1=CC=C(C=C1)SC2=NC(=NC(=C2)C(F)(F)F)C3=CC=CC=N3,inactive,
CID-3196620,COC1=CC(=C(C=C1)N(C(C2=CC=CS2)C(=O)NC3CCCC3)C(=O)C4=CC=CO4)OC,inactive,
CID-9551671,CN1C2=C(C=C(C=C2)S(=O)(=O)N3CCN(CC3)C4=CC=C(C=C4)F)N(C(=O)C1=O)C,inactive,
CID-2569435,CN(C)CCCN(CC1=CC=CC=C1)C(=S)NC2=CC(=C(C=C2)F)Cl,inactive,
CID-7285295,CC1=CC=C(C=C1)C2=NC(=C(C=C2)C(=O)O)C,inactive,
CID-2317998,CC1=CC(=CC(=C1)C2=NOC(=C2)C(C)(C)C3=CC=CC=C3NC)C,inactive,
CID-20858792,CC1=C(C(=NN1)C)S(=O)(=O)N(CC(=O)NC2=CC=C(C=C2)Cl)C3=CC=C(C=C3)OC,inactive,
CID-3237087,COC1=C(C=C(C=C1)C2=CC(=NO2)C(=O)NCC3=CC=CC=C3)OC,inactive,
CID-16189515,COC1=CC=CC(=C1CN2CCCC(C2)C(=O)C3=CC(=CC=C3)C(F)(F)F)O,inactive,
CID-16197232,C1CCC(CC1)CN2C(CNC2=S)CCCCN,inactive,
CID-5309367,CSC1=CC=CC(=C1)NC(=O)C2CCCN(C2)S(=O)(=O)C3=CN=CN3,inactive,
CID-17582182,COC1=CC=C(C=C1)C2=NNC3=C2CN(CC3)C(=O)C4=CC=C(C=C4)F,inactive,
CID-1471776,C1=CC=C(C=C1)CNC2=NC(=NC(=C2)CS(=O)(=O)C3=CC=CC=C3)C4=CC=CC=N4,inactive,
CID-644772,CC1=NON=C1NC(=O)CSC2=NN=C(C=C2)C3=CC=CC=C3,inactive,
CID-9615898,CC(=NNC(=O)C1=C(C=CC(=C1)Br)O)C2=CC=CS2,inactive,
CID-4686479,CCCC(=O)NC(C)C1=NC2=CC=CC=C2N1CC,inactive,
CID-2416106,CC(C)(C)NC(=O)NC(=O)COC(=O)C1=CC=C(C=C1)OC(F)(F)F,inactive,
CID-5343148,CC1=CC=C(O1)C=NNC(=O)CN2C=NC3=CC=CC=C32,inactive,
CID-972315,CC(=O)C1=CC=C(C=C1)NC(=S)N2CCC(CC2)O,inactive,
CID-2974961,CC1=C(C=CC(=C1)S(=O)(=O)NC(C)C)OCC(=O)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4,inactive,
CID-9590315,COC1=CC=CC=C1C(=O)NCC(=O)NN=CC2=CC=NC=C2,inactive,
CID-16191120,C1CN(CCC1(CC2=CC=CC=C2)CO)CC3=CN=C(N=C3)C4=CC=CC5=CC=CC=C54,inactive,
CID-5790593,CC(=NNC(=O)C1=C(C=C(C=C1)Cl)Cl)C2=CN=CC=C2,inactive,
CID-805381,C1=CC2=C(C(=C1)OC(=O)CC3=CC=C(C=C3)Cl)N=CC=C2,inactive,
CID-5348876,CC1=CC(=C(N1C2=CC=C(C=C2)N3CCOCC3)C)C=C4C(=O)NC(=O)N4,inactive,
CID-22517505,COC1=CC=CC(=C1)C(=O)NC2=NN=C(S2)S(=O)(=O)N3CCCCC3,inactive,
CID-2985982,COCCSC1=NN=C(S1)NC(=O)CS(=O)(=O)C2=CC=CC=C2,inactive,
CID-1005171,CN1CCC2=NC(=C(C=C2C1)C#N)SCC3=CC(=CC=C3)Br,inactive,
CID-4358402,CCC(=O)N(CC1=CC(=O)NC2=CC=CC=C21)C3=CC=CC=C3OC,inactive,
CID-2974073,CC1CN2C(=NN=C2S1)C34CC5CC(C3)CC(C5)C4,inactive,
CID-595780,CN1C=C(C2=CC=CC=C21)SCC(=O)O,inactive,
CID-2801223,CN1C2=C(C(=N1)SCC3=C(C=C(C=C3)Cl)Cl)C(=O)N(N=C2)C,inactive,
CID-3981492,CC1=C(C=NN1CC(=O)NC2C3N(C2=O)C(=C(CS3)CSC4=NN=C(S4)C)C(=O)O)Cl,inactive,
CID-654605,CCOCCCN(C(C1=C(C(=CC=C1)OC)OC)C(=O)NC2CCCC2)C(=O)C3=CC=CO3,inactive,
CID-1085196,C1CCN(C1)C2=C(C(=NC=N2)Cl)N,inactive,
CID-878057,CCOC(=O)C1=CC=C(C=C1)C2=CC=C(O2)C(=O)NC3=CN=CC=C3,inactive,
CID-12005861,CC1=CC(=C(C(=C1)C)S(=O)(=O)N2CCCOC2CNC(=O)C(=O)NCC3=CC=NC=C3)C,inactive,
CID-2017736,C1=CSC(=C1)C(=O)OC2=CC3=C(C=C2)C(=O)C(=CC4=CC=NC=C4)O3,inactive,
CID-660691,COC1=CC=CC(=C1)C(=O)CSC(=NCC=C)NC#N,inactive,
CID-659974,CC1=CC(=NC2=C1C(=C(S2)C(=O)N3CCN(CC3)C4=NC=CC=N4)N)C,inactive,
CID-765996,CN(C)C1=CC=C(C=C1)C=C2C(=O)OC3(CCCC3)OC2=O,inactive,
CID-135476887,CC1CCN(CC1)C2=NC(=C(C(=O)N2)C#N)C3=CC=C(C=C3)OC,inactive,
CID-5258411,CC1=C(SC2=C1C(=O)NC(=N2)COC(=O)C3=CC(=C(C=C3)N4CCCC4)[N+](=O)[O-])C,inactive,
CID-5969577,COC1=C(C=CC(=C1)C=C2C(=O)N(C(=S)S2)C(C3=CC=CC=C3)C(=O)O)O,inactive,
CID-586929,C1CN(CCN1CCCN2C(=O)C3=CC=CC=C3C2=O)CCCN4C(=O)C5=CC=CC=C5C4=O,inactive,
CID-3169287,CC1=CC2=CC(=C(N=C2C=C1C)Cl)C3C(=C(OC(=C3C(=O)C)C)N)C#N,inactive,
CID-2537594,CC(=O)C1=CC(=C(C=C1)OC)CC(CC2=C(C=CC(=C2)C(=O)C)OC)(C#N)C(=O)NC,inactive,
CID-4294966,CC1CCCN(C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=NN=C(O3)C4CC4,inactive,
CID-20899657,CC1=NC(=NC=C1C(=O)NC2=C(C=C(C=C2)OC)OC)SC,inactive,
CID-3533739,CC(=O)NCCN1C(=O)C2=CC=CC=C2N=C1SCC3=CC(=CC=C3)[N+](=O)[O-],inactive,
CID-12005327,C1CC(=O)N(N=C1C2=CC=CC=C2)CC(=O)NCC3=CC=CO3,inactive,
CID-6622773,CC(C)C(=O)NC1=C(C=CC(=C1)C2=CN3C=CC=NC3=N2)OC,inactive,
CID-4105344,CC(=O)N1CCC2=C(C1)SC(=C2C(=O)N)NC(=O)CC3=CC=CC=C3,inactive,
CID-4075582,CN(C)S(=O)(=O)C1=CC=CC(=C1)NC(=O)COC(=O)CCOC2=CC=CC=C2,inactive,
CID-666347,CCC(=O)NC1=C(C(=O)C2=CC=CC=C2N1C)C3=CC=C(C=C3)OC,inactive,
CID-650885,C1CCN(C1)C(=O)C2=CC=CC=C2NS(=O)(=O)C3=CC=CS3,inactive,
CID-6619248,CN(C1=CC=CC=C1)C(=O)CN2C=CC=C2C3=NC(CO3)C4=CC=CC=C4,inactive,
CID-3113985,C1CCCC(=NNC(=O)C(=O)NC2CCCCC2)CCC1,inactive,
CID-16190815,C1CCN(C(C1)CO)CCNCC2=C(NN=C2)C3=CC=CC4=CC=CC=C43,inactive,
CID-3196810,COC1=CC=C(C=C1)N(C(C2=CC(=C(C(=C2)OC)OC)OC)C(=O)NC3CCCC3)C(=O)C4=CC=CO4,inactive,
CID-18563631,CC1CCN(CC1)C(=O)CN2C=C(C3=CC=CC=C32)S(=O)(=O)CC(=O)N4CCOCC4,inactive,
CID-2232809,CC1=CC=C(C=C1)OC(=O)CCC(=O)OCCCC(C(F)(F)F)(F)F,inactive,
CID-2333687,C1=CC=C(C=C1)C(C2=CC=CC=C2)NC(=O)COC(=O)C3=CC=CC=C3C(=O)C4=CC=C(C=C4)Cl,inactive,
CID-251641,CCOC(=O)C1=CN=C(N=C1N)SCC2=CC=CC=C2,inactive,
CID-135400596,COC1=CC=C(C=C1)C=NN=CC2=CNC(=O)C(=C2NC3=CC=CC=C3)C#N,inactive,
CID-896933,C1COCCN1NS(=O)(=O)C2=CC=C(C=C2)Br,inactive,
CID-2532653,CC1=CSC(=N1)SCC(=O)NC(=O)NC(C)C,inactive,
CID-1211606,COC1=CC(=C(C=C1)C(=O)OC)OCC(=O)N2CCN(CC2)C3=CC=C(C=C3)F,inactive,
CID-2953261,CCCC1=C(SC(=C1C#N)N)C(=O)OCC,inactive,
CID-3109982,CC1=CC=C(C=C1)NC(=O)CC2C(=O)N(C(=O)S2)C3=CC=CC=C3,inactive,
CID-655074,CN1C2=C(C=C1C(=O)NC3=CC=CC(=C3)C(=O)OC)SC=C2,inactive,
CID-9550692,CCC(C)C(C(=O)NC1CCN(CC1)CC2=CC=CC=C2)NC(=O)C3CCC(CC3)C,inactive,
CID-23724168,CN1CCCC(C1)OC(=O)C2=CC=CC=C2Br.Cl,inactive,
CID-662367,C1=CC(=CN=C1)C2=NC(=C(C(=C2)C3=CC=CS3)C#N)N,inactive,
CID-24819247,CC1=CC=CC2=NC(=CN12)CNC(=O)C3CCC(=O)N(C3)CC4=CC=CC=C4F,inactive,
CID-3149448,C1=CC=C(C=C1)NC(=O)C(=O)C2=CNC3=CC=CC=C32,inactive,
CID-5333754,COC1=CC=C(C=C1)C=CC(=O)NCC(=O)NN=CC2=CC=CS2,inactive,
CID-3087714,CC1=NC(=C(N1CC2=CC=C(C=C2)Cl)SCC(CCl)O)[N+](=O)[O-],inactive,
CID-2166864,CCCC(=O)NCCCCNC(=O)CCC,inactive,
CID-135472366,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=NO,inactive,
CID-1094090,CCOC(=O)CC1=CSC(=N1)NC(=O)CS(=O)(=O)CC2=CC=CC=C2,inactive,
CID-2965184,C1CCC(CC1)(C#CC2=CC=C(C=C2)C(=O)NC(CCCNC(=O)N)C(=O)O)O,inactive,
CID-5309211,CC1=CC(=CC=C1)C2=NC(=C(O2)C)CS(=O)CC(=O)N3CCC4=CC=CC=C4C3,inactive,
CID-1184257,CC1=CC2=NN=C(N2C3=CC=CC=C13)SCC(=O)NCC4=CC=CS4,inactive,
CID-9550270,CSCCC(C(=O)NCC1=CC=CC=C1)NS(=O)(=O)C2=CC=CS2,inactive,
CID-11841124,CN1CCN(CC1)CC(=O)N2C(CC(=N2)C3=CC=CS3)C4=CC=CO4,inactive,
CID-5648463,COC(=O)C1=CC=C(C=C1)NC(=NS(=O)(=O)C2=CC=CC=C2)C3=CC=CC=C3,inactive,
CID-1079156,CC1=C(SC2=C1C(=O)N(C(=N2)SCC(=O)N(CCO)CCO)C3CCCCC3)C,inactive,
CID-1963009,CC1=NC(=CC2=CC(=C(C=C2)OC)OC)C(=O)N1C3=CC4=CC=CC=C4C=C3,inactive,
CID-2427476,CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)CCC#N,inactive,
CID-24892376,COC1=C(C=C(C=C1)NC(=O)CSC2=NN=C(S2)NC(=O)C3=CC=CO3)OC,inactive,
CID-3715739,CNC(=O)C1=C(N=NS1)C2=CC=CC=C2,inactive,
CID-2914558,CC(=O)NC(CC1=CC=CC=C1)C(=O)OCC(=O)C2=CC=C(C=C2)Br,inactive,
CID-20901693,CC1CC2=C(N1C(=O)C3CC3)C=CC(=C2)S(=O)(=O)N4CCN(CC4)C5=CC=CC=C5F,inactive,
CID-7554440,CC1=CC(=CC=C1)NC(=O)C(C2=CC=CC=C2)NC(=O)C3CC4=CC=CC=C4CN3,inactive,
CID-9592154,CC(=NNC(=O)C1=CC=CC=N1)CC(=O)NC2=CC=C(C=C2)N(C)C,inactive,
CID-880639,CC1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=CC=C2C(F)(F)F,inactive,
CID-2831697,CC1=C(C(NC(=O)N1C)C2=CC=CC=C2C(F)(F)F)[N+](=O)[O-],inactive,
CID-563780,CC1=C(NC(=C1C(=O)C)C)C(=O)OCC2=CC=CC=C2,inactive,
CID-5731619,COC1=CC=CC=C1C=CC2=NC3=C(C=CC=C3O)C=C2,inactive,
CID-9580998,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CSC(=N3)NN=CC4=CC=CC=C4,inactive,
CID-8894361,CCN(CC)C(=S)SCC1=CSC(=N1)CC(=O)NC2=CC=CC=C2C,inactive,
CID-996071,CC1=C2C(=CC=C1)C3=C(C(N2C(=O)CN4C(=O)C5=CC=CC=C5C4=O)(C)C)SSC3=S,inactive,
CID-135439795,C1=CC=C(C(=C1)CSC2=NC3=C(C=NN3)C(=O)N2)Cl,inactive,
CID-781257,CC1=CC(=NC(=N1)C2=CC=CC=C2O)OC(C)C,inactive,
CID-651510,CCN1CCN(CC1)C2=C(C=C(C=C2)NC(=O)C3=CN=CC=C3)Cl,inactive,
CID-1335795,C1=CC(=CC(=C1)NC(=O)CCC(=O)C2=CC=C(C=C2)Br)C(F)(F)F,inactive,
CID-2371018,CCOC(=O)CC(=O)C1=C(C2=C(S1)N(C(=O)NC2=O)C3=CC=C(C=C3)OC)N,inactive,
CID-2990019,CCCCNS(=O)(=O)C1=CC=C(C=C1)OCC(=O)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4,inactive,
CID-1101146,C1COCCN(CCOCCN1C(=O)OCC2=CC=CC=C2)C(=O)OCC3=CC=CC=C3,inactive,
CID-2499399,CC1=CC=C(C=C1)N2C(=CC(=C2C)C(=O)CN3C(=O)C(=O)N(C3=O)C4CCCC4)C,inactive,
CID-648251,CCN1C(=NN=C1SCCN2CCCCC2)C3=CC=C(C=C3)S(=O)(=O)N4CCOCC4.C(=O)(C(=O)O)O,inactive,
CID-9623900,CC1=C(C=C(C=C1)C(=O)NCC(=O)NN=CC2=CC=C(O2)C)[N+](=O)[O-],inactive,
CID-16024492,CC1=CC=C(C=C1)CCNC(=O)CCS(=O)(=O)C2=CC3=C(C=C2)N(C(=O)O3)C,inactive,
CID-4390807,CCOC(=O)C1=CC=C(C=C1)NC(=O)CSC2=NC3=C(C(=O)N2C)SC(C3)C,inactive,
CID-79617,CS(=O)(=O)C1=CC=C(C=C1)N,inactive,
CID-946987,CN1C=CC=C1C=C2C(=O)NC(=S)N(C2=O)CC3=CC=C(C=C3)F,inactive,
CID-878331,CC(C)OC1=C(C=C(C=C1)C(=O)C)CSC2=NC(=CC(=O)N2)O,inactive,
CID-5576035,C1COCCN1CCCNC(=O)C2=NC(=C3C(=C2)C4=CC=CC=C4N3)C5=CC(=CC=C5)Br,inactive,
CID-3141099,CC1=C(C=C(C=C1)OCCNC2=C(C=CC(=C2)N3CCN(CC3)CCO)[N+](=O)[O-])C,inactive,
CID-978171,CN(C)C(=S)NC1=CC=C(C=C1)CC2=CC=NC=C2,inactive,
CID-24791132,CC1=NC=C(C=C1)OCC2=CC(=NO2)C(=O)NC3CCCCC3,inactive,
CID-24687746,CC1=CC=C(C=C1)C(=O)CCC(=O)OCC(=O)N(CCOC)C2=C(N(C(=O)NC2=O)CC3=CC=CC=C3)N,inactive,
CID-3697065,CC(=NCCCN1C=CN=C1)C2=C(N(C(=O)NC2=O)C3CCCCC3)O,inactive,
CID-2738310,C1CCC(CC1)(CC(=O)NC2=CC3=C(C=C2)OCCCO3)CC(=O)O,inactive,
CID-11958692,CCOC1=C2C=CC(=CC2=NN1C)C(=O)NC3CCCC4=CC=CC=C34,inactive,
CID-4137775,CC1=CC=CC2=NC(=CC(=O)N12)CSC3=NC4=C(C=NN4)C(=O)N3C5=CC(=CC=C5)Cl,inactive,
CID-20859216,CCCCNC(=O)C1=CN(C2=C(C1=O)C=C(C=C2)S(=O)(=O)N3CC(CC(C3)C)C)C,inactive,
CID-4521586,COC(=O)C(C(F)(F)F)(NC1=NC2=C(S1)CCCC2)NC(=O)COC3=CC=CC=C3,inactive,
CID-5294686,CCCOC1=CC=C(C=C1)C(CC(=O)O)NC(=O)CC(C2=CC=CC=C2)C3=CC=CC=C3,inactive,
CID-990753,CC1=C2C=CC=CN2C3=C(C(=CC3=C1C4=CC=CC=C4)C(=O)OC)C(=O)OC,inactive,
CID-6582014,CC1C(=O)NC(=CC2=CC=CC=C2Cl)C(=O)N1,inactive,
CID-6458707,C1COCCN1C2=C(C=C(C=C2)NC(=O)C3=CC(=CC=C3)N4C=NN=C4)Cl,inactive,
CID-3161902,CCOC1=C(C=C(C=C1)S(=O)(=O)N2CCC(CC2)C(=O)NCC3=CC=NC=C3)Cl,inactive,
CID-2873023,C1CC2C=CC1C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F,inactive,
CID-725694,CN(CC1=CC=CC=C1)C(=O)C2=CC3=CC=CC=C3O2,inactive,
CID-9660914,C1=CC=C(C(=C1)C=NNC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=NC=C4)OC(F)F,inactive,
CID-3238017,C1=CC(=CC(=C1)Br)OC(=O)C2=CN=CC=C2,inactive,
CID-135515078,CCC1=CC=C(C=C1)C2CC(NC3=NC(=NN23)N)C4=CC=C(C=C4)OCC,inactive,
CID-2904746,C1=CC=C(C=C1)C2=NC(=NC3=CC=CC=C32)N=C(N)N,inactive,
CID-2828583,C1C(C(=O)NN=C1C2=CC=CC=C2)C3=CNC4=CC=CC=C43,inactive,
CID-4325939,C1=CC(=CN=C1)CN2C(=O)C(NC2=O)(C(F)(F)F)NC(=O)C3=CC=C(C=C3)F,inactive,
CID-270308,CC1=CC=C(C=C1)CC(=O)N2CCOCC2,inactive,
CID-6237804,C1=CC=C(C(=C1)C=C2C(=O)N(C(=S)S2)CCC(=O)NCCCN3C=CN=C3)F,inactive,
CID-6240641,CC1=CC=C(C=C1)SC(C)C(=O)ON=C(C2=CC=NC=C2)N,inactive,
CID-884731,CCC(CC)NC(=O)C1=CC=CC=C1OC2=CC=CC=C2,inactive,
CID-2958444,C1=CC=C(C=C1)CCNC2=C(C=C(C=C2)[N+](=O)[O-])C(=O)N,inactive,
CID-714174,CC1=C(C(=CC=C1)C)NC2=NC3=CC=CC=C3O2,inactive,
CID-2764915,C1=CC=C(C=C1)CN2C=CC=C(C2=O)C3=NNC(=S)O3,inactive,
CID-1157527,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)OC(C)C,inactive,
CID-659984,CCOC(=O)CCP(=O)(C(C1=CC=C(C=C1)OC)O)O,inactive,
CID-644933,CC1=CC=C(C=C1)CN2C3=C(N=C2N4CCCCCC4)N(C(=O)NC3=O)C,inactive,
CID-3742911,CC(CCC=C(C)C)CCN(CCCN(C)C)C(=O)C,inactive,
CID-648205,CN(C1=NN=C(S1)C2=CC=NC=C2)C(=O)C3CCCO3,inactive,
CID-2999346,C1CN(C2=CC=CC=C21)C(=O)COC3=C(C4=CC=CC=C4C=C3)CN5CCOCC5,inactive,
CID-844706,CC1=CN=C(S1)NC(=O)C2=NN(C=C2[N+](=O)[O-])C,inactive,
CID-15990611,COC(=O)CNC(=O)C1CCN(CC1)S(=O)(=O)C2=CC=CC3=NSN=C32,inactive,
CID-2930321,C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)NC(CC(=O)O)C(=O)O,inactive,
CID-1625073,CCCC1=NN=C(S1)NC(=O)CCC(=O)NCCC2=CC(=C(C=C2)OC)OC,inactive,
CID-20864932,CC(C)C1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)C3=CC(=NN3)C4=CC=CC=C4,inactive,
CID-645626,CC1=CC2=C(C=C1C)N(C=N2)CCC(=O)NC3=CC=CC(=C3)NC(=O)C,inactive,
CID-1022213,C1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3C(=N2)C4=CC=C(C=C4)Br,inactive,
CID-2287069,CC1=CC=C(C=C1)N(CC(=O)NCCSCC2=CC=CO2)S(=O)(=O)C3=CC=C(C=C3)F,inactive,
CID-660409,CC(=O)N(CC1=CC=CC=C1)C2=CC=C(C=C2)C(=O)O,inactive,
CID-135460540,C1=CC(=CN=C1)C=C2C(=O)NC(=NO)S2,inactive,
CID-2225156,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC3=CN(N=C3)CC4=CC=C(C=C4)F,inactive,
CID-2860962,CC1=C(C(=NN1CC(=O)NCCCN2C=CN=C2)C(F)(F)F)Br,inactive,
CID-3157921,CC1CN(CN1C(=O)C)S(=O)(=O)C2=CC=C(C=C2)C,inactive,
CID-16193450,C1=CC=C2C(=C1)C(=O)N(C(=N2)C3=CC=C(C=C3)F)NC(=O)C4=CN=CC=C4,inactive,
CID-5020885,CC1=C(C(=NO1)C)C(=O)NC(C)C23CC4CC(C2)CC(C4)C3,inactive,
CID-135425836,C1=CC(=CN=C1)C2=NNC(=NC3=C2C=C(C=C3)F)C4=CC=CS4,inactive,
CID-9551983,CC1(C(=O)N(C(=O)N1)CC(=O)NC2=CC3=C(C=C2)OCO3)C4=CC(=C(C=C4)OC)OC,inactive,
CID-12004909,CCC(C)NC(=O)CCC(=O)NNC1=NC2=CC=CC=C2C3=NC(=NN31)C,inactive,
CID-2444220,CSC1=CC=CC=C1C(=O)NCC2(CCCCC2)N3CCCCC3,inactive,
CID-18561528,COCCNC(=O)C(=O)NCC1N(CCO1)S(=O)(=O)C2=CC=C(C=C2)F,inactive,
CID-806668,CN(C)C(=O)OC1=CC=C(C2=CC=CC=C21)Cl,inactive,
CID-4781045,CC(C(=O)NC1=CC2=C(C=C1)OCCO2)SC3=NN=C4N3C=CC=C4,inactive,
CID-845567,CN1C2=C(N=C1OC3=CC4=CC=CC=C4C=C3)N(C(=O)N(C2=O)C)C,inactive,
CID-16189123,CCN1C=CN=C1CN2CCN(C(C2)CCO)CCC(C)C,inactive,
CID-755449,C1CCC2=C(CC1)SC(=C2C(=O)O)NC(=O)C3=CC=CC=C3,inactive,
CID-2904340,CC1CC(CN(C1)C(=O)CCC2=CC=CC=C2)C,inactive,
CID-9559950,C1=CC=C(C=C1)C(=NO)C2=CC3=CC(=CC(=C3O2)Br)Br,inactive,
CID-662647,COC1=CC=CC=C1C2=NN=C3N2N=C(CS3)C4=CC(=C(C=C4)O)O,inactive,
CID-22432504,CCC1=NC2=NC(=C(C(=O)N2N1)NS(=O)(=O)C3=CC=C(S3)Cl)C,inactive,
CID-16008061,CC1=C(N=C(O1)C2=CC(=CC=C2)OC)CS(=O)(=O)CC(=O)NCCCC3=CC=CC=C3,inactive,
CID-15945235,CCC1=CC=CC(=C1NC(=O)CN(C)CC2=CC=CC=C2F)C.C(=O)(C(=O)O)O,inactive,
CID-2868311,C1COC2=C(O1)C=CC(=C2)C(=O)COC(=O)C(C3=CC=CC=C3)O,inactive,
CID-9551127,C1CC(OC1)CNC(=O)CCCN2C(=O)C3=CC=CC=C3N=C2SCC(=O)C4=CC=CC=C4,inactive,
CID-1547871,COC1=CC(=CC(=C1OC)OC)C(=O)NC2=NC(=CS2)C3=CC=CS3,inactive,
CID-409350,CCOC(=O)C1=CC=C(C=C1)NCC2=CC=NC=C2,inactive,
CID-1445087,CC1=CC=CC=C1C(=O)NC2CCN(CC2)CC3=NN=NN3C(C)(C)C,inactive,
CID-6074923,CCC1CSC(=N1)NC2=CC=C(C=C2)C(=O)C=CC3=CC=CC(=C3)C,inactive,
CID-2546078,CC1=CC(=CC(=C1)NC2=NCCCS2)C,inactive,
CID-836491,CCOC(=O)C1=CC=CC=C1NC(=O)COC,inactive,
CID-2925102,C1C2C=CC1C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(=O)NC5=NC=CS5,inactive,
CID-2955756,CCN1CCN(CC1)C(=O)C2=CC=C(C=C2)CN(C3=CC=CC=C3)S(=O)(=O)C4=CC=CC=C4,inactive,
CID-1450030,C1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)CSCC3=NC4=CC=CC=C4N3,inactive,
CID-768641,CC1=C(C=C(C=C1)C(=O)O)N2C(=CC(=C2C)C=O)C,inactive,
CID-2379325,CS(=O)(=O)N1C2=CC=CC3=C2C(=CC=C3)S1(=O)=O,inactive,
CID-16188114,COC1=C(C=C(C=C1)CCNC2CCCCC2)OC.Cl,inactive,
CID-16196592,CCC(C)C(C1=CN(N=N1)C(CCCCN)C(=O)N2CCN(CC2)C3=NC(=NC(=N3)NCCOCCOCCOCC#C)N4CCN(CC4)C(=O)C(C(C)CC)N5C=C(N=N5)C(CC6=CC=C(C=C6)O)N)N.Cl,inactive,
CID-5181969,C1CCN(CC1)C(=O)C2=C(C=CC(=C2)S(=O)(=O)N3CCC4(CC3)OCCO4)F,inactive,
CID-2521432,CC1=C(C=CC(=C1)Br)SCC(=O)NC2=CN=CC=C2,inactive,
CID-3481684,CCOC1=CC=CC=C1C(=O)NC2=CC=CC3=CC=CC=C32,inactive,
CID-3196624,CCOC1=CC=CC=C1N(C(C2=CC=CS2)C(=O)NC3CCCC3)C(=O)C4=CC=CO4,inactive,
CID-16187497,COC1=C(C=C(C=C1)C(=O)C2CCCN(C2)CC3=C(NN=C3)C4=CC=CC=C4)OC,inactive,
CID-1796408,CCCOC1=C(C=C(C=C1Br)C(=O)N)OC,inactive,
CID-664902,COC1=C(C=C(C=C1)CC(=O)NC2=NN3C(CC(=O)NC3=N2)C4=CC=CC=C4)OC,inactive,
CID-46499854,CC(=NOCC(=O)NN1C(=O)C2=CC=CC=C2NC1=O)C3=CC=CS3,inactive,
CID-16834491,CC1=CC=CC=C1CS(=O)(=O)C2=CN(C3=CC=CC=C32)CC(=O)N4CCOCC4,inactive,
CID-15945074,CC(C)(C)C1=CC=C(C=C1)C2=NN=C(N2CC3=CC=CC=C3)SC4CCOC4=O,inactive,
CID-1186757,C1COCCN1CCNC2=NN3C(=NC4=CC=CC=C4C3=O)C5=CC=CC=C52,inactive,
CID-667117,CN1CN2C(=O)CC(C(=C2SC1)C#N)C3=C(C=CC4=CC=CC=C43)OC,inactive,
CID-1766431,CCCCNC(=S)NNC(=O)C1=NN(C(=C1Cl)C)C,inactive,
CID-6879178,C1CN(CCN1CC2=CC=CC=C2)N=CC3=C(C=CC(=C3)[N+](=O)[O-])Cl,inactive,
CID-16190813,C1CCC(CC1)CCC2=NN=C(O2)CCC(=O)N(CCO)CC3=CC=CS3,inactive,
CID-869802,CCOC(=O)CN1C2=CC=CC=C2N=C1C3=CC=CC=N3,inactive,
CID-831630,CC1=C(C=CO1)C(=O)NC2=C(C=C(C=C2)Br)F,inactive,
CID-20901859,CC1CC2=C(N1C(=O)C)C=CC(=C2)S(=O)(=O)N(C)CC(=O)NC3=C(C=CC(=C3)C)OC,inactive,
CID-1231788,CC1=C(C(=NN1CC(=O)NNC(=S)NC2=CC=CC=C2)C)[N+](=O)[O-],inactive,
CID-2941148,CC1=CC(=C(C=C1)OCC(=O)NC2CCS(=O)(=O)C2)C,inactive,
CID-2378081,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NN2C=NN=C2,inactive,
CID-2810760,CN1C=C(N=C1)S(=O)(=O)NC2=C(C=CC(=C2)C(F)(F)F)N3CCOCC3,inactive,
